term1	term2	sharedRels	obsExp	minMim	directStr	relOverlap	misn
Allergies	ankylosing spondylitis	364	2.205	58.99456826		0.168909513	0.108715842
Allergies	HDL Cholesterol	358	1.861	51.67477233		0.16612529	6.79E-02
Allergies	LDL Cholesterol	346	1.789	48.21278449		0.160556845	0.06790073
Allergies	Creatinine levels	310	1.707	41.99913121		0.143851508	8.68E-02
Allergies	Juvenile idiopathic arthritis	266	1.823	59.03784166		0.123433875	0.113665442
Allergies	fasting glucose	266	1.543	34.80737826		0.123433875	6.39E-02
Allergies	Vitiligo	241	1.634	98.77624874		0.111832947	0.127214129
Allergies	KAWASAKI DISEASE	238	1.734	76.15163496	12.1	0.110440835	0.116561965
Allergies	PRIMARY SCLEROSING CHOLANGITIS	177	1.335	43.49131138		8.21E-02	8.28E-02
Allergies	Autoimmune thyroiditis	138	1	46.52285221	8.9	6.40E-02	9.14E-02
Allergies	Alopecia areata	134	1.095	83.77366503	10	6.22E-02	0.116076857
Allergies	asthma attacks	125	1.104	208.3740009	43	5.80E-02	0.192144692
Allergies	Restless Legs Syndrome	107	0.917	15.37557747		4.97E-02	0.041321965
Allergies	Liver enzyme levels	70	0.568	17.81021932		3.25E-02	4.14E-02
Allergies	progressive supranuclear palsy	52	0.419	6.535759687		2.41E-02	1.10E-02
Allergies	Urate levels	27	0.254	2.479768679		1.25E-02	1.30E-02
Allergies	Crohns disease	9	0.093	1.974404042		4.18E-03	6.34E-03
Systemic sclerosis	Systemic sclerosis	1809	10.875	3182.614886		1	0.922980371
Systemic sclerosis	Rheumatoid Arthritis	1499	4.86	417.7171174	1439.4	0.828634605	0.354675987
Systemic sclerosis	Systemic lupus erythematosus	1410	5.015	714.1564402	2085.1	0.779436153	0.398313005
Systemic sclerosis	C-Reactive Protein	1208	4.385	212.8259549	87.1	0.66777225	0.219451818
Systemic sclerosis	Renal failure	1120	3.698	244.1547383	101.5	0.619126589	0.185982661
Systemic sclerosis	Type 2 diabetes	1092	3.51	93.16253033		0.603648425	0.136658942
Systemic sclerosis	platelets	1092	3.535	165.8427889	63.7	0.603648425	0.163504381
Systemic sclerosis	Multiple Sclerosis	1038	4.121	146.4759279	146	0.573797678	0.224214095
Systemic sclerosis	Type 1 diabetes	1029	4.189	208.0914793	52.2	0.568822554	0.227758833
Systemic sclerosis	red blood cells	1019	3.142	110.2435977	30.1	0.563294638	0.166221032
Systemic sclerosis	Ulcerative colitis	970	4.682	162.7730178	29.1	0.53620785	0.197441039
Systemic sclerosis	Psoriasis	961	4.551	242.5874402	78.8	0.531232725	0.248372691
Systemic sclerosis	Alzheimer`s disease	847	2.799	63.50855166		0.468214483	0.103127763
Systemic sclerosis	Allergies	785	3.413	132.3192051		0.433941404	0.159334019
Systemic sclerosis	triglycerides	743	3.053	110.2063045		0.410724157	9.74E-02
Systemic sclerosis	chronic kidney disease	730	3.932	91.80787799	8	0.403537866	0.144109685
Systemic sclerosis	Celiac disease	646	3.986	129.9286062	30	0.357103372	0.190494538
Systemic sclerosis	Bone mineral density	632	3.219	56.98224818	43.6	0.34936429	0.110448677
Systemic sclerosis	Behçet`s disease	628	4.366	198.0369228	77.3	0.347153123	0.262761016
Systemic sclerosis	primary biliary cirrhosis	583	4.059	308.476402	187.4	0.322277501	0.245445676
Systemic sclerosis	atopic dermatitis	557	3.202	106.1442704	30.3	0.30790492	0.148183986
Systemic sclerosis	ankylosing spondylitis	557	3.896	142.9515169	108.6	0.30790492	0.215178081
Systemic sclerosis	Migraine headache	493	2.756	64.36550701		0.272526258	0.105397825
Systemic sclerosis	HDL Cholesterol	486	2.93	59.62987084		0.268656716	0.081849287
Systemic sclerosis	LDL Cholesterol	472	2.831	58.31760549		0.260917634	8.64E-02
Systemic sclerosis	Juvenile idiopathic arthritis	427	3.368	217.7875582	78.4	0.236042012	0.250706849
Systemic sclerosis	Creatinine levels	416	2.652	75.12402613		0.229961305	0.132903863
Systemic sclerosis	fasting glucose	369	2.474	46.69924527		0.2039801	8.12E-02
Systemic sclerosis	KAWASAKI DISEASE	352	2.942	100.7237007	7.2	0.194582642	0.17050343
Systemic sclerosis	Vitiligo	324	2.526	103.988673	13.9	0.179104478	0.173530556
Systemic sclerosis	PRIMARY SCLEROSING CHOLANGITIS	247	2.136	86.37671909	6.5	0.136539525	0.128659448
Systemic sclerosis	Autoimmune thyroiditis	239	1.987	105.2628273	21.2	0.132117192	0.17140535
Systemic sclerosis	Alopecia areata	177	1.653	63.53616911	8.8	9.78E-02	0.130688977
Systemic sclerosis	Restless Legs Syndrome	115	1.123	11.79249683	8.2	6.36E-02	4.55E-02
Systemic sclerosis	Liver enzyme levels	102	0.944	15.72944686		5.64E-02	0.054525287
Systemic sclerosis	asthma attacks	96	0.964	16.95792415		5.31E-02	5.73E-02
Systemic sclerosis	progressive supranuclear palsy	90	0.828	15.14385942		4.98E-02	2.55E-02
Systemic sclerosis	Urate levels	50	0.534	7.265009		2.76E-02	3.28E-02
Systemic sclerosis	Crohns disease	10	0.117	2.927558515		5.53E-03	3.40E-02
primary biliary cirrhosis	primary biliary cirrhosis	1494	12.346	3864.726746		1	0.944647541
primary biliary cirrhosis	Rheumatoid Arthritis	1145	4.453	251.0971943	218.8	0.766398929	0.272214789
primary biliary cirrhosis	Systemic lupus erythematosus	1105	4.71	377.81451	247.4	0.739625167	0.29853609
primary biliary cirrhosis	Renal failure	959	3.796	219.2045625	16.3	0.641900937	0.162535274
primary biliary cirrhosis	C-Reactive Protein	959	4.173	147.3292572	9.5	0.641900937	0.172685813
primary biliary cirrhosis	red blood cells	940	3.475	127.179828	8.4	0.6291834	0.160680764
primary biliary cirrhosis	Type 1 diabetes	929	4.528	225.8290745	43.3	0.621820616	0.219290334
primary biliary cirrhosis	Ulcerative colitis	925	5.339	191.8040426	100.3	0.61914324	0.205401941
primary biliary cirrhosis	Type 2 diabetes	919	3.543	83.25973639	5.3	0.615127175	0.111438721
primary biliary cirrhosis	Multiple Sclerosis	911	4.33	150.6729251	43.3	0.609772423	0.215437206
primary biliary cirrhosis	platelets	897	3.481	121.8306937	11.5	0.600401606	0.120154968
primary biliary cirrhosis	Psoriasis	809	4.582	184.2824321	24.2	0.541499331	0.198726991
primary biliary cirrhosis	Alzheimer`s disease	764	3.027	75.75272652	4.4	0.511378849	9.49E-02
primary biliary cirrhosis	triglycerides	742	3.651	216.1671263	8.9	0.49665328	0.108380061
primary biliary cirrhosis	Systemic sclerosis	733	5.267	340.1936764	187.4	0.490629183	0.256639488
primary biliary cirrhosis	Celiac disease	729	5.369	212.6928779	149	0.487951807	0.236567804
primary biliary cirrhosis	Allergies	722	3.754	141.9766266		0.483266399	0.149757903
primary biliary cirrhosis	chronic kidney disease	612	3.939	66.45804211	3.4	0.409638554	0.117304871
primary biliary cirrhosis	Bone mineral density	586	3.568	81.88674232	95.9	0.392235609	0.12101656
primary biliary cirrhosis	Behçet`s disease	534	4.422	120.7797831	10.6	0.357429719	0.195251571
primary biliary cirrhosis	ankylosing spondylitis	533	4.445	110.7297407	14.3	0.356760375	0.180490166
primary biliary cirrhosis	atopic dermatitis	532	3.65	107.1373373	4.6	0.356091031	0.13744072
primary biliary cirrhosis	PRIMARY SCLEROSING CHOLANGITIS	490	5.04	1163.721589	1238.7	0.327978581	0.43441125
primary biliary cirrhosis	HDL Cholesterol	480	3.453	120.430292	9.5	0.321285141	8.21E-02
primary biliary cirrhosis	LDL Cholesterol	462	3.309	128.5462284	5.9	0.309236948	8.23E-02
primary biliary cirrhosis	Creatinine levels	415	3.152	102.7889605		0.277777778	0.139056939
primary biliary cirrhosis	Juvenile idiopathic arthritis	408	3.827	140.1393963	3.1	0.273092369	0.196722644
primary biliary cirrhosis	Migraine headache	404	2.693	43.75577413		0.270414993	7.52E-02
primary biliary cirrhosis	fasting glucose	358	2.864	59.79021145		0.239625167	7.97E-02
primary biliary cirrhosis	Vitiligo	357	3.31	152.9013746	18.5	0.238955823	0.177593976
primary biliary cirrhosis	Autoimmune thyroiditis	337	3.328	176.6193119	19.9	0.225568942	0.210930973
primary biliary cirrhosis	KAWASAKI DISEASE	303	3.008	59.62971268		0.202811245	0.129168925
primary biliary cirrhosis	Alopecia areata	200	2.213	79.26393713		0.133868809	0.146996055
primary biliary cirrhosis	Liver enzyme levels	184	2.026	166.8410914	7.6	0.123159304	0.192975103
primary biliary cirrhosis	Restless Legs Syndrome	119	1.379	14.06403778		7.97E-02	4.44E-02
primary biliary cirrhosis	progressive supranuclear palsy	88	0.958	15.08804332		5.89E-02	2.69E-02
primary biliary cirrhosis	asthma attacks	77	0.918	11.13203596		5.15E-02	4.31E-02
primary biliary cirrhosis	Urate levels	62	0.785	10.88594721		4.15E-02	3.13E-02
primary biliary cirrhosis	Crohns disease	17	0.235	6.559471546		1.14E-02	3.26E-02
atopic dermatitis	atopic dermatitis	1606	10.56	5858.22567		1	0.926276445
atopic dermatitis	Allergies	1121	5.561	1357.041751	942.6	0.698007472	0.461949028
atopic dermatitis	Rheumatoid Arthritis	1087	4.004	178.9891097	86.1	0.676836862	0.20162193
atopic dermatitis	Psoriasis	1059	5.727	1100.224746	1712.2	0.659402242	0.332120972
atopic dermatitis	Systemic lupus erythematosus	964	3.899	182.2078064	95	0.600249066	0.178127038
atopic dermatitis	C-Reactive Protein	896	3.698	131.3110544		0.557907846	0.144617369
atopic dermatitis	Multiple Sclerosis	875	3.957	138.6579587	35.3	0.54483188	0.189651084
atopic dermatitis	Ulcerative colitis	838	4.619	180.7660468	12.7	0.521793275	0.185732862
atopic dermatitis	platelets	822	3.024	124.5469797	21.5	0.511830635	0.118485139
atopic dermatitis	red blood cells	819	2.867	102.6936207	8.7	0.50996264	0.134174403
atopic dermatitis	Type 1 diabetes	801	3.715	111.7443146	29.3	0.49875467	0.156864546
atopic dermatitis	Type 2 diabetes	781	2.852	57.68523449	6.9	0.48630137	8.83E-02
atopic dermatitis	Renal failure	724	2.716	92.22738134		0.450809465	0.101674396
atopic dermatitis	Alzheimer`s disease	684	2.568	57.46792467	11.4	0.425902864	8.61E-02
atopic dermatitis	triglycerides	568	2.66	92.16374557	5.5	0.353673724	6.95E-02
atopic dermatitis	Systemic sclerosis	557	3.844	106.1442704	30.3	0.346824408	0.148183986
atopic dermatitis	Celiac disease	534	3.781	100.4881042	24.8	0.332503113	0.147184584
atopic dermatitis	Bone mineral density	464	2.701	30.84539403	7.2	0.288916563	7.16E-02
atopic dermatitis	Behçet`s disease	457	3.652	129.8367323	20.1	0.284557908	0.176495085
atopic dermatitis	chronic kidney disease	442	2.724	31.15569341		0.275217933	7.13E-02
atopic dermatitis	Migraine headache	427	2.732	58.51784603	12.4	0.265877958	0.090378349
atopic dermatitis	primary biliary cirrhosis	403	3.227	90.29732002	4.6	0.250933998	0.127985514
atopic dermatitis	Vitiligo	382	3.434	359.4390384	137.6	0.237858032	0.228752095
atopic dermatitis	ankylosing spondylitis	371	2.981	71.96309456	4.9	0.231008717	0.113556159
atopic dermatitis	LDL Cholesterol	345	2.371	42.2583356		0.214819427	5.44E-02
atopic dermatitis	HDL Cholesterol	342	2.363	42.53872268		0.212951432	5.30E-02
atopic dermatitis	Juvenile idiopathic arthritis	303	2.755	60.98344359		0.188667497	0.127869355
atopic dermatitis	KAWASAKI DISEASE	270	2.605	83.84669649	30.8	0.168119552	0.127662686
atopic dermatitis	fasting glucose	253	1.949	32.71999263		0.157534247	5.85E-02
atopic dermatitis	Creatinine levels	244	1.785	36.03204039		0.151930262	7.57E-02
atopic dermatitis	Alopecia areata	232	2.51	300.5920879	85.5	0.144458281	0.209802082
atopic dermatitis	PRIMARY SCLEROSING CHOLANGITIS	192	1.92	56.24549111		0.119551681	0.079370106
atopic dermatitis	Autoimmune thyroiditis	183	1.758	59.2194609	4.1	0.113947696	0.100871332
atopic dermatitis	asthma attacks	147	1.717	156.8006181	6.8	9.15E-02	0.192943395
atopic dermatitis	Restless Legs Syndrome	100	1.133	11.9345651		0.062266501	3.06E-02
atopic dermatitis	Liver enzyme levels	83	0.891	18.71986474		0.051681196	4.26E-02
atopic dermatitis	progressive supranuclear palsy	61	0.65	7.622146018		3.80E-02	1.38E-02
atopic dermatitis	Urate levels	33	0.411	3.506555554		2.05E-02	1.58E-02
atopic dermatitis	Crohns disease	12	0.164	2.405090184		7.47E-03	1.08E-02
Juvenile idiopathic arthritis	Juvenile idiopathic arthritis	1462	14.709	5798.461233		1	0.944170562
Juvenile idiopathic arthritis	Rheumatoid Arthritis	1300	5.236	902.8337337	758.9	0.889192886	0.505247209
Juvenile idiopathic arthritis	Systemic lupus erythematosus	1163	5.144	478.9428059	373.4	0.795485636	0.332491609
Juvenile idiopathic arthritis	C-Reactive Protein	1077	4.868	354.9064147	109.1	0.736662107	0.232784212
Juvenile idiopathic arthritis	Multiple Sclerosis	1000	4.945	172.6896994	64.5	0.683994528	0.232792407
Juvenile idiopathic arthritis	Renal failure	940	3.838	182.3754106	6.5	0.642954856	0.144670507
Juvenile idiopathic arthritis	Type 1 diabetes	930	4.713	221.9666056	77.1	0.636114911	0.20877637
Juvenile idiopathic arthritis	Psoriasis	926	5.504	533.6907437	87.5	0.633378933	0.326599223
Juvenile idiopathic arthritis	Ulcerative colitis	916	5.554	258.1817081	28.7	0.626538988	0.230152765
Juvenile idiopathic arthritis	Type 2 diabetes	882	3.505	77.17892845	2.3	0.603283174	0.104362428
Juvenile idiopathic arthritis	red blood cells	872	3.315	102.0893453	8.2	0.596443228	0.139864176
Juvenile idiopathic arthritis	platelets	847	3.386	114.5323647		0.579343365	0.108442395
Juvenile idiopathic arthritis	ankylosing spondylitis	813	7.306	802.7011428	156.5	0.556087551	0.438504296
Juvenile idiopathic arthritis	Allergies	812	4.404	166.4368447	4.3	0.555403557	0.159625277
Juvenile idiopathic arthritis	Systemic sclerosis	804	6.155	324.1744695	78.4	0.549931601	0.285799851
Juvenile idiopathic arthritis	Behçet`s disease	743	6.627	503.6225253	50.5	0.508207934	0.373314834
Juvenile idiopathic arthritis	Alzheimer`s disease	738	3.014	59.46986172		0.504787962	8.78E-02
Juvenile idiopathic arthritis	Celiac disease	705	5.538	171.4512216	57.6	0.482216142	0.214496346
Juvenile idiopathic arthritis	Bone mineral density	699	4.482	95.95037837	114.7	0.478112175	0.147876803
Juvenile idiopathic arthritis	triglycerides	652	3.335	92.87727944		0.445964432	7.82E-02
Juvenile idiopathic arthritis	chronic kidney disease	626	4.246	59.29936442		0.428180575	0.111526565
Juvenile idiopathic arthritis	atopic dermatitis	614	4.46	118.6296538		0.41997264	0.154062813
Juvenile idiopathic arthritis	primary biliary cirrhosis	586	5.222	187.0175945	3.1	0.400820793	0.212500657
Juvenile idiopathic arthritis	Migraine headache	514	3.62	66.41045547	3.1	0.351573187	0.103503557
Juvenile idiopathic arthritis	HDL Cholesterol	435	3.33	55.38309368	2.1	0.29753762	6.93E-02
Juvenile idiopathic arthritis	KAWASAKI DISEASE	435	4.716	171.0684661	21.5	0.29753762	0.20171465
Juvenile idiopathic arthritis	LDL Cholesterol	431	3.275	48.54460345	3.9	0.294801642	7.02E-02
Juvenile idiopathic arthritis	Creatinine levels	420	3.391	77.25647402		0.287277702	0.122109489
Juvenile idiopathic arthritis	Vitiligo	408	4.088	158.2555992	11.9	0.279069767	0.183064931
Juvenile idiopathic arthritis	fasting glucose	345	2.966	49.25229437		0.235978112	7.62E-02
Juvenile idiopathic arthritis	Autoimmune thyroiditis	343	3.69	121.7019278	17.2	0.234610123	0.181985375
Juvenile idiopathic arthritis	PRIMARY SCLEROSING CHOLANGITIS	333	3.745	120.2825014	3.6	0.227770178	0.14491606
Juvenile idiopathic arthritis	Alopecia areata	258	3.144	105.4517934	3.6	0.176470588	0.172291591
Juvenile idiopathic arthritis	Restless Legs Syndrome	160	2.06	23.66207422		0.109439124	0.067292435
Juvenile idiopathic arthritis	Liver enzyme levels	153	1.844	34.16212646		0.104651163	8.52E-02
Juvenile idiopathic arthritis	asthma attacks	119	1.576	17.4097369		8.14E-02	6.55E-02
Juvenile idiopathic arthritis	progressive supranuclear palsy	90	1.079	14.33613573		6.16E-02	2.39E-02
Juvenile idiopathic arthritis	Urate levels	63	0.89	23.59330281		4.31E-02	4.34E-02
Juvenile idiopathic arthritis	Crohns disease	26	0.407	12.9979354		1.78E-02	8.15E-02
ankylosing spondylitis	ankylosing spondylitis	1514	13.158	4560.836919		1	0.954755634
ankylosing spondylitis	Rheumatoid Arthritis	1333	5.244	749.2088049	2986.1	0.880449141	0.4230765
ankylosing spondylitis	Systemic lupus erythematosus	1124	4.859	312.9766334	473.4	0.742404227	0.270178254
ankylosing spondylitis	C-Reactive Protein	1063	4.694	303.947199	407	0.702113606	0.207357425
ankylosing spondylitis	Multiple Sclerosis	949	4.593	141.9208198	88.6	0.62681638	0.189766461
ankylosing spondylitis	Renal failure	926	3.709	155.6437312	22	0.611624835	0.139125675
ankylosing spondylitis	Psoriasis	899	5.218	869.9920683	496.1	0.593791281	0.317184871
ankylosing spondylitis	Ulcerative colitis	872	5.167	325.8683208	178.8	0.575957728	0.220085681
ankylosing spondylitis	Type 2 diabetes	867	3.374	66.42987865	16.9	0.572655218	0.101354692
ankylosing spondylitis	Type 1 diabetes	835	4.142	123.6697399	25.6	0.551519155	0.160684349
ankylosing spondylitis	red blood cells	793	2.958	67.7239518	3.3	0.523778071	0.117889725
ankylosing spondylitis	platelets	775	3.041	75.14766028	7.7	0.511889036	9.90E-02
ankylosing spondylitis	Systemic sclerosis	734	5.469	184.9175175	108.6	0.484808454	0.227792272
ankylosing spondylitis	Allergies	721	3.83	106.7799181	4.1	0.476221929	0.13364506
ankylosing spondylitis	Bone mineral density	718	4.498	112.1124827	193.1	0.474240423	0.178451152
ankylosing spondylitis	Behçet`s disease	692	6.002	407.6367364	192.2	0.457067371	0.297893571
ankylosing spondylitis	Alzheimer`s disease	691	2.77	58.61041693		0.456406869	8.45E-02
ankylosing spondylitis	Celiac disease	624	4.772	117.885714	28.5	0.412153236	0.193068742
ankylosing spondylitis	triglycerides	607	3.042	68.4837234	9.9	0.400924703	7.90E-02
ankylosing spondylitis	chronic kidney disease	602	3.994	59.5924512	3.9	0.397622193	0.112364134
ankylosing spondylitis	Juvenile idiopathic arthritis	596	5.899	667.3120211	156.5	0.393659181	0.420075282
ankylosing spondylitis	primary biliary cirrhosis	533	4.631	110.7297407	14.3	0.352047556	0.180490166
ankylosing spondylitis	atopic dermatitis	499	3.54	89.28540435	4.9	0.329590489	0.122680791
ankylosing spondylitis	Migraine headache	497	3.424	55.99743584	9.3	0.328269485	0.100234404
ankylosing spondylitis	HDL Cholesterol	400	2.986	43.79025793	7.2	0.264200793	7.17E-02
ankylosing spondylitis	LDL Cholesterol	396	2.94	44.27666145	3.8	0.261558785	7.20E-02
ankylosing spondylitis	Creatinine levels	386	3.051	54.51124942		0.254953765	0.107489966
ankylosing spondylitis	KAWASAKI DISEASE	350	3.683	82.28686953		0.231175694	0.156451486
ankylosing spondylitis	fasting glucose	331	2.76	35.70010616	3	0.218626156	7.45E-02
ankylosing spondylitis	Vitiligo	324	3.168	81.36780593	14.8	0.214002642	0.138734446
ankylosing spondylitis	PRIMARY SCLEROSING CHOLANGITIS	267	2.918	86.06494555	19.1	0.176354029	0.1322368
ankylosing spondylitis	Autoimmune thyroiditis	263	2.753	67.3222013	7.2	0.173712021	0.130874174
ankylosing spondylitis	Alopecia areata	190	2.248	61.19533288	5.4	0.125495376	0.121864524
ankylosing spondylitis	Restless Legs Syndrome	150	1.865	15.90459419		9.91E-02	5.71E-02
ankylosing spondylitis	Liver enzyme levels	112	1.313	13.41709867		7.40E-02	5.71E-02
ankylosing spondylitis	progressive supranuclear palsy	100	1.165	14.86996118		6.61E-02	0.023751491
ankylosing spondylitis	asthma attacks	88	1.13	8.72178806		5.81E-02	4.03E-02
ankylosing spondylitis	Urate levels	61	0.835	16.53535753		4.03E-02	3.44E-02
ankylosing spondylitis	Crohns disease	17	0.258	15.70484731		1.12E-02	8.93E-02
Crohns disease	Crohns disease	51	13.741	778.9965484		1	0.536336958
Crohns disease	Ulcerative colitis	48	6.795	147.9817215	74.6	0.941176471	0.190576911
Crohns disease	C-Reactive Protein	47	5.211	12.57522296		0.921568627	4.66E-02
Crohns disease	Rheumatoid Arthritis	43	4.303	11.64038875	11.7	0.843137255	6.51E-02
Crohns disease	Renal failure	43	4.371	16.8507555	2.1	0.843137255	1.81E-02
Crohns disease	Allergies	42	5.453	15.05876563		0.823529412	3.28E-02
Crohns disease	Systemic lupus erythematosus	41	4.47	9.915274286	2.3	0.803921569	5.72E-02
Crohns disease	Type 2 diabetes	41	4.087	3.980504446		0.803921569	2.05E-02
Crohns disease	platelets	41	4.099	4.456703497		0.803921569	1.19E-02
Crohns disease	red blood cells	40	3.82	5.033117304		0.784313725	1.56E-02
Crohns disease	Celiac disease	39	6.745	16.11765122	3.3	0.764705882	8.20E-02
Crohns disease	Psoriasis	39	5.414	19.67991493	3.9	0.764705882	0.086561614
Crohns disease	Type 1 diabetes	38	4.637	5.926360125		0.745098039	4.77E-02
Crohns disease	triglycerides	36	4.42	11.62545997		0.705882353	1.44E-02
Crohns disease	Systemic sclerosis	36	6.075	6.869184532		0.705882353	5.55E-02
Crohns disease	Behçet`s disease	36	6.82	20.2193051		0.705882353	8.74E-02
Crohns disease	Multiple Sclerosis	35	4.183	4.749750535	3.1	0.68627451	4.46E-02
Crohns disease	Bone mineral density	35	5.14	3.465637894		0.68627451	2.72E-02
Crohns disease	PRIMARY SCLEROSING CHOLANGITIS	35	7.803	40.08619636		0.68627451	0.152462913
Crohns disease	ankylosing spondylitis	33	6.232	18.56409702		0.647058824	9.96E-02
Crohns disease	Alzheimer`s disease	32	3.255	1.548341662		0.62745098	1.02E-02
Crohns disease	atopic dermatitis	32	5.217	9.272005462		0.62745098	3.06E-02
Crohns disease	chronic kidney disease	32	4.94	6.910689897		0.62745098	2.11E-02
Crohns disease	primary biliary cirrhosis	31	5.83	9.473817966		0.607843137	4.23E-02
Crohns disease	Migraine headache	30	4.739	3.875587517		0.588235294	2.15E-02
Crohns disease	HDL Cholesterol	28	4.734	8.628251291		0.549019608	1.35E-02
Crohns disease	LDL Cholesterol	27	4.541	5.955666775		0.529411765	1.23E-02
Crohns disease	KAWASAKI DISEASE	26	5.617	5.54231673		0.509803922	3.63E-02
Crohns disease	Juvenile idiopathic arthritis	26	5.396	12.9979354		0.509803922	8.15E-02
Crohns disease	Creatinine levels	25	4.365	20.63396156		0.490196078	2.11E-02
Crohns disease	fasting glucose	24	4.368	6.433333436		0.470588235	1.80E-02
Crohns disease	Autoimmune thyroiditis	23	4.933	10.29334719		0.450980392	4.67E-02
Crohns disease	Vitiligo	18	3.753	6.791741093		0.352941176	4.32E-02
Crohns disease	Alopecia areata	18	4.249	7.550232276		0.352941176	4.97E-02
Crohns disease	Liver enzyme levels	15	3.468	12.24850772		0.294117647	2.73E-02
Crohns disease	Restless Legs Syndrome	14	3.332	1.142025264		0.274509804	2.07E-02
Crohns disease	Urate levels	8	2.066	7.593300665		0.156862745	2.55E-02
Crohns disease	progressive supranuclear palsy	6	1.325	0.83863851		0.117647059	2.12E-03
Crohns disease	asthma attacks	3	0.725	0.274053545		5.88E-02	5.63E-03
Type 1 diabetes	Type 1 diabetes	2797	7.513	3415.908662		1	0.955393544
Type 1 diabetes	Type 2 diabetes	2025	4.278	854.092777	6373.6	0.723989989	0.480547253
Type 1 diabetes	Rheumatoid Arthritis	1724	3.672	291.4996478	796.4	0.616374687	0.27637688
Type 1 diabetes	Systemic lupus erythematosus	1568	3.67	303.8924026	515.7	0.560600644	0.294786742
Type 1 diabetes	C-Reactive Protein	1543	3.687	218.7391288	169.4	0.551662496	0.305142105
Type 1 diabetes	Renal failure	1429	3.101	261.4137895	292.8	0.510904541	0.248930861
Type 1 diabetes	red blood cells	1397	2.829	136.9407906	75.9	0.499463711	0.2104679
Type 1 diabetes	Multiple Sclerosis	1395	3.653	244.2263511	620.8	0.498748659	0.258023499
Type 1 diabetes	platelets	1379	2.934	135.6183642	97.8	0.493028245	0.175318023
Type 1 diabetes	triglycerides	1284	3.483	371.8460615	288.2	0.459063282	0.289297814
Type 1 diabetes	Alzheimer`s disease	1234	2.682	107.0653131	37.8	0.441186986	0.160439314
Type 1 diabetes	Psoriasis	994	3.117	169.9637009	123.6	0.355380765	0.230928865
Type 1 diabetes	Ulcerative colitis	988	3.159	133.3533153	73.8	0.35323561	0.189358264
Type 1 diabetes	chronic kidney disease	941	3.367	167.099772	81.6	0.336431891	0.256879571
Type 1 diabetes	Allergies	879	2.526	137.0350449	93.8	0.314265284	0.17608791
Type 1 diabetes	Bone mineral density	833	2.815	89.58673743	243.8	0.297819092	0.173516984
Type 1 diabetes	HDL Cholesterol	783	3.145	228.2502376	185.8	0.279942796	0.240768608
Type 1 diabetes	Celiac disease	744	3.064	326.2852331	1231.8	0.265999285	0.232415268
Type 1 diabetes	LDL Cholesterol	742	2.966	196.6991127	167.5	0.265284233	0.225820562
Type 1 diabetes	Systemic sclerosis	706	2.833	128.5392571	52.2	0.2524133	0.208876569
Type 1 diabetes	fasting glucose	663	2.974	338.9412868	121.5	0.237039685	0.377590132
Type 1 diabetes	Migraine headache	637	2.368	59.3524829		0.227744011	0.132992072
Type 1 diabetes	atopic dermatitis	582	2.227	83.16753241	29.3	0.208080086	0.144295893
Type 1 diabetes	primary biliary cirrhosis	507	2.364	139.7043964	43.3	0.181265642	0.191845454
Type 1 diabetes	Behçet`s disease	494	2.299	82.71886124	13.2	0.176617805	0.166902523
Type 1 diabetes	Creatinine levels	453	1.928	104.0193584	23.5	0.161959242	0.205738404
Type 1 diabetes	ankylosing spondylitis	428	2.004	69.78782104	25.6	0.153021094	0.135091042
Type 1 diabetes	Juvenile idiopathic arthritis	319	1.692	77.29002052	77.1	0.114050769	0.160024803
Type 1 diabetes	Vitiligo	287	1.505	134.4484865	115	0.102609939	0.18021891
Type 1 diabetes	KAWASAKI DISEASE	252	1.42	29.2668158	9.6	9.01E-02	0.109955321
Type 1 diabetes	Autoimmune thyroiditis	215	1.206	122.6316088	230.5	7.69E-02	0.164910226
Type 1 diabetes	PRIMARY SCLEROSING CHOLANGITIS	198	1.156	35.02194702	19.2	7.08E-02	8.91E-02
Type 1 diabetes	Restless Legs Syndrome	139	0.923	17.49791656		4.97E-02	7.59E-02
Type 1 diabetes	Alopecia areata	136	0.86	66.56126324	30.9	4.86E-02	0.127453705
Type 1 diabetes	progressive supranuclear palsy	100	0.624	13.20134994		3.58E-02	2.86E-02
Type 1 diabetes	Liver enzyme levels	96	0.603	13.54093894		3.43E-02	7.16E-02
Type 1 diabetes	asthma attacks	71	0.485	7.382270236		2.54E-02	3.09E-02
Type 1 diabetes	Urate levels	40	0.292	9.664614285		1.43E-02	5.61E-02
Type 1 diabetes	Crohns disease	7	0.056	0.727724869		2.50E-03	1.18E-02
Autoimmune thyroiditis	Autoimmune thyroiditis	875	13.126	6125.101751		1	0.907632081
Autoimmune thyroiditis	Systemic lupus erythematosus	728	5.029	320.4134708	101.5	0.832	0.266526218
Autoimmune thyroiditis	Rheumatoid Arthritis	715	4.513	185.2151008	85.3	0.817142857	0.223137165
Autoimmune thyroiditis	Type 1 diabetes	667	5.247	256.1878958	230.5	0.762285714	0.223809415
Autoimmune thyroiditis	Renal failure	642	4.115	152.9792775		0.733714286	0.123474475
Autoimmune thyroiditis	C-Reactive Protein	633	4.446	108.2585318	5.3	0.723428571	0.135923484
Autoimmune thyroiditis	red blood cells	626	3.756	99.97382568	4.6	0.715428571	0.124151134
Autoimmune thyroiditis	Multiple Sclerosis	620	4.754	112.2677907	44.8	0.708571429	0.196863083
