term1	term2	sharedRels	obsExp	minMim	directStr	relOverlap	misn
ovarian cancer	MULTIPLE MYELOMA	991	2.969	189.329259	131.9	0.354308187	0.267564639
ovarian cancer	CHRONIC LYMPHOCYTIC LEUKEMIA	715	2.609	123.2945196	32.8	0.255631033	0.215012712
ovarian cancer	ENDOMETRIAL CANCER	695	3.145	244.7419325	866.3	0.248480515	0.351023636
ovarian cancer	Head and Neck cancer	556	2.429	155.7713308	115.7	0.198784412	0.331746636
ovarian cancer	Lung adenocarcinoma	543	2.242	162.397405	48.5	0.194136575	0.324225578
ovarian cancer	GLIOBLASTOMA MULTIFORME	509	2.171	122.7787128	32.7	0.181980694	0.25067109
ovarian cancer	Medulloblastoma	414	1.942	120.1984708	18.1	0.148015731	0.206710915
ovarian cancer	diffuse large B-cell lymphoma	271	1.335	64.32806113		9.69E-02	0.135818942
ovarian cancer	Carcinoid tumors	228	1.261	60.23876864		0.08151591	0.127484812
ovarian cancer	Renal carcinoma	206	1.088	51.56075467	26.6	7.37E-02	0.205525209
ovarian cancer	esophageal adenocarcinoma	134	0.86	31.53649724		4.79E-02	0.12558802
ovarian cancer	lung squamous cell carcinoma	25	0.189	7.241357582		8.94E-03	5.56E-02
ovarian cancer	rhabdoid tumor	19	0.156	4.572429449		6.79E-03	1.87E-02
Breast cancer	Breast cancer	6420	4.377	2707.955042		1	0.980254388
Breast cancer	Prostate cancer	2927	2.891	464.4804587	3246.5	0.455919003	0.488009221
Breast cancer	colorectal cancer	2457	2.555	374.1614038	2583.1	0.38271028	0.437473203
Breast cancer	Melanoma	2377	2.439	376.5221446	2536.7	0.370249221	0.402370118
Breast cancer	ovarian cancer	2045	2.481	457.7187666	3574.5	0.318535826	0.489305974
Breast cancer	Neuroblastoma	1404	1.698	203.4927841	318.9	0.218691589	0.308645173
Breast cancer	AML	1273	1.765	181.7113622	272.8	0.198286604	0.242234295
Breast cancer	MULTIPLE MYELOMA	1157	1.629	168.2862567	628.7	0.180218069	0.256465945
Breast cancer	BLADDER CANCER	1100	1.727	183.957494	365.5	0.171339564	0.372516622
Breast cancer	CHRONIC LYMPHOCYTIC LEUKEMIA	786	1.374	101.5121139	102.4	0.122429907	0.194287108
Breast cancer	ENDOMETRIAL CANCER	642	1.43	223.7215207	1168.5	0.1	0.377467364
Breast cancer	Head and Neck cancer	535	1.145	112.51181	301.6	8.33E-02	0.28062506
Breast cancer	GLIOBLASTOMA MULTIFORME	469	0.977	92.11067419	65.5	7.31E-02	0.225261727
Breast cancer	Lung adenocarcinoma	460	0.923	120.0058408	139.3	7.17E-02	0.29699544
Breast cancer	Medulloblastoma	401	0.93	87.01705836	78.5	6.25E-02	0.187516953
Breast cancer	diffuse large B-cell lymphoma	255	0.626	47.18557259	31.3	3.97E-02	0.117251063
Breast cancer	Carcinoid tumors	235	0.66	34.06528657	54.2	3.66E-02	0.118129302
Breast cancer	Renal carcinoma	180	0.479	38.23969082	72.8	2.80E-02	0.177422006
Breast cancer	esophageal adenocarcinoma	103	0.345	24.57858448	19.3	1.60E-02	0.114994591
Breast cancer	lung squamous cell carcinoma	19	0.078	6.372499272		2.96E-03	4.60E-02
Breast cancer	rhabdoid tumor	18	0.082	2.292529995		2.80E-03	8.61E-03
Head and Neck cancer	Head and Neck cancer	1205	10.645	1776.679571		1	0.894546722
Head and Neck cancer	Breast cancer	1076	3.625	193.1699053	301.6	0.892946058	0.335992186
Head and Neck cancer	colorectal cancer	963	4.723	213.4967573	146.1	0.799170124	0.344349784
Head and Neck cancer	Prostate cancer	946	4.436	143.973038	93.7	0.785062241	0.281177593
Head and Neck cancer	Melanoma	901	4.367	224.2984138	103.9	0.747717842	0.288636457
Head and Neck cancer	ovarian cancer	896	5.015	229.0497063	115.7	0.743568465	0.367130196
Head and Neck cancer	BLADDER CANCER	817	5.665	184.4671084	49.9	0.678008299	0.362159518
Head and Neck cancer	MULTIPLE MYELOMA	726	4.603	143.9133572	4.1	0.602489627	0.220103341
Head and Neck cancer	AML	717	4.488	133.923306	4.6	0.595020747	0.194876108
Head and Neck cancer	Neuroblastoma	694	3.875	167.4912671	7.9	0.57593361	0.221018228
Head and Neck cancer	CHRONIC LYMPHOCYTIC LEUKEMIA	591	4.465	108.5545007		0.490456432	0.186364634
Head and Neck cancer	ENDOMETRIAL CANCER	519	4.734	117.435744		0.430705394	0.247758992
Head and Neck cancer	Lung adenocarcinoma	510	4.298	181.5450233	4	0.423236515	0.307989548
Head and Neck cancer	GLIOBLASTOMA MULTIFORME	507	4.393	172.8309158		0.420746888	0.238226276
Head and Neck cancer	Medulloblastoma	401	3.771	118.9843586		0.332780083	0.18851752
Head and Neck cancer	diffuse large B-cell lymphoma	324	3.174	88.73931288		0.268879668	0.14368434
Head and Neck cancer	Renal carcinoma	277	2.88	69.84310063		0.229875519	0.21789314
Head and Neck cancer	Carcinoid tumors	216	2.334	56.55452171		0.179253112	0.159688662
Head and Neck cancer	esophageal adenocarcinoma	198	2.418	63.92485381	4.7	0.164315353	0.18303514
Head and Neck cancer	lung squamous cell carcinoma	50	0.697	30.36160758		0.041493776	0.154823238
Head and Neck cancer	rhabdoid tumor	16	0.237	6.918703363		1.33E-02	2.55E-02
BLADDER CANCER	BLADDER CANCER	2210	9.067	2267.809175		1	0.909039346
BLADDER CANCER	Breast cancer	1821	3.462	283.637205	365.5	0.8239819	0.411427713
BLADDER CANCER	Prostate cancer	1685	4.537	275.8544105	977.6	0.762443439	0.380215253
BLADDER CANCER	colorectal cancer	1591	4.493	264.4915852	156.4	0.719909502	0.398866782
BLADDER CANCER	Melanoma	1440	4.018	270.6997876	150.5	0.65158371	0.361049301
BLADDER CANCER	ovarian cancer	1436	4.673	248.9058701	137.5	0.649773756	0.414024946
BLADDER CANCER	Neuroblastoma	1051	3.411	196.4180759	23.3	0.475565611	0.279381297
BLADDER CANCER	AML	1031	3.786	159.8337472	17.6	0.466515837	0.230121299
BLADDER CANCER	MULTIPLE MYELOMA	965	3.593	146.8037465	60.1	0.436651584	0.244123544
BLADDER CANCER	CHRONIC LYMPHOCYTIC LEUKEMIA	730	3.296	107.7173562	11.1	0.330316742	0.208251894
BLADDER CANCER	Head and Neck cancer	698	3.755	165.3137195	49.9	0.315837104	0.350513491
BLADDER CANCER	Lung adenocarcinoma	638	3.25	157.9445888	8.5	0.288687783	0.339300557
BLADDER CANCER	ENDOMETRIAL CANCER	633	3.525	127.4401733	20.8	0.286425339	0.278853706
BLADDER CANCER	GLIOBLASTOMA MULTIFORME	586	3.081	109.193568	5.4	0.265158371	0.243719741
BLADDER CANCER	Medulloblastoma	475	2.738	113.0825663		0.214932127	0.212420702
BLADDER CANCER	diffuse large B-cell lymphoma	330	1.995	71.25998764		0.149321267	0.148044676
BLADDER CANCER	Renal carcinoma	314	2.03	82.28095251	13.5	0.142081448	0.253101172
BLADDER CANCER	Carcinoid tumors	247	1.67	58.27744647	6.2	0.111764706	0.150691509
BLADDER CANCER	esophageal adenocarcinoma	189	1.474	54.58509833		8.55E-02	0.173356819
BLADDER CANCER	lung squamous cell carcinoma	43	0.393	13.96927478		1.95E-02	0.087549265
BLADDER CANCER	rhabdoid tumor	21	0.207	4.485384586		9.50E-03	1.89E-02
MULTIPLE MYELOMA	MULTIPLE MYELOMA	2458	8.174	4626.520079		1	0.942761445
MULTIPLE MYELOMA	Breast cancer	1873	3.192	240.3841279	628.7	0.762001627	0.282628601
MULTIPLE MYELOMA	Prostate cancer	1495	3.604	223.0969488	321.6	0.608218063	0.261070173
MULTIPLE MYELOMA	Melanoma	1424	3.556	378.2459485	151.5	0.579332791	0.277163561
MULTIPLE MYELOMA	AML	1390	4.562	602.5344565	498.3	0.565500407	0.337017327
MULTIPLE MYELOMA	colorectal cancer	1366	3.453	166.7108477	67.3	0.555736371	0.237536282
MULTIPLE MYELOMA	ovarian cancer	1295	3.769	229.0973189	131.9	0.526851098	0.281659555
MULTIPLE MYELOMA	CHRONIC LYMPHOCYTIC LEUKEMIA	1145	4.613	741.5838156	790	0.465825875	0.391094594
MULTIPLE MYELOMA	Neuroblastoma	1098	3.187	357.5457327	65.4	0.446704638	0.257316315
MULTIPLE MYELOMA	BLADDER CANCER	965	3.537	146.8037465	60.1	0.392595606	0.244123544
MULTIPLE MYELOMA	Head and Neck cancer	599	2.87	118.338898		0.24369406	0.210061541
MULTIPLE MYELOMA	GLIOBLASTOMA MULTIFORME	550	2.576	150.0354807	18.8	0.223759154	0.184031081
MULTIPLE MYELOMA	Lung adenocarcinoma	513	2.329	123.9974732		0.208706265	0.188614463
MULTIPLE MYELOMA	ENDOMETRIAL CANCER	502	2.489	84.70995192	19.9	0.204231082	0.161891116
MULTIPLE MYELOMA	diffuse large B-cell lymphoma	489	2.629	437.3710256	74.5	0.198942229	0.258782159
MULTIPLE MYELOMA	Medulloblastoma	445	2.283	166.8141068	12.7	0.181041497	0.167096375
MULTIPLE MYELOMA	Renal carcinoma	291	1.673	81.53330721	16.7	0.118388934	0.176568857
MULTIPLE MYELOMA	Carcinoid tumors	235	1.412	50.93676873		9.56E-02	0.102085016
MULTIPLE MYELOMA	esophageal adenocarcinoma	155	1.072	27.0909651		6.31E-02	7.78E-02
MULTIPLE MYELOMA	lung squamous cell carcinoma	35	0.283	10.19003328		1.42E-02	0.029542112
MULTIPLE MYELOMA	rhabdoid tumor	20	0.174	5.382226027		8.14E-03	1.01E-02
Renal carcinoma	Renal carcinoma	728	11.271	3577.257959		1	0.748690027
Renal carcinoma	Breast cancer	647	3.491	113.9770898	72.8	0.888736264	0.271701605
Renal carcinoma	Prostate cancer	605	4.488	102.1898986	52.9	0.831043956	0.247520948
Renal carcinoma	Melanoma	597	4.572	263.3546241	143.4	0.820054945	0.313998988
Renal carcinoma	colorectal cancer	586	4.536	108.1666835	28.9	0.804945055	0.261785761
Renal carcinoma	ovarian cancer	566	4.969	141.5109121	26.6	0.777472527	0.284326405
Renal carcinoma	Neuroblastoma	550	4.815	226.3641633	27.2	0.755494505	0.238451126
Renal carcinoma	BLADDER CANCER	548	5.883	125.3631573	13.5	0.752747253	0.296276807
Renal carcinoma	AML	517	5.045	137.8164236	13.4	0.710164835	0.183343637
Renal carcinoma	MULTIPLE MYELOMA	513	5.067	136.8961588	16.7	0.70467033	0.214811883
Renal carcinoma	CHRONIC LYMPHOCYTIC LEUKEMIA	439	5.103	88.87711679		0.603021978	0.17059595
Renal carcinoma	Head and Neck cancer	394	5.306	97.16000314		0.541208791	0.241429313
Renal carcinoma	GLIOBLASTOMA MULTIFORME	392	5.178	146.9111376		0.538461538	0.213320099
Renal carcinoma	Lung adenocarcinoma	388	4.993	167.6971882	3.6	0.532967033	0.255801825
Renal carcinoma	ENDOMETRIAL CANCER	367	5.085	90.02452133		0.504120879	0.198431363
Renal carcinoma	Medulloblastoma	345	4.914	155.605666		0.473901099	0.189336954
Renal carcinoma	diffuse large B-cell lymphoma	274	4.05	90.50914421		0.376373626	0.125451287
Renal carcinoma	Carcinoid tumors	241	3.897	109.4246157		0.331043956	0.182577948
Renal carcinoma	esophageal adenocarcinoma	154	2.78	52.73771544		0.211538462	0.122545879
Renal carcinoma	lung squamous cell carcinoma	63	1.275	40.37911662		8.65E-02	0.109097555
Renal carcinoma	rhabdoid tumor	27	0.577	21.96670325		3.71E-02	4.14E-02
Carcinoid tumors	Carcinoid tumors	1162	14.304	3534.883003		1	0.9207831
Carcinoid tumors	Breast cancer	937	3.296	106.3061076	54.2	0.80636833	0.178792966
Carcinoid tumors	colorectal cancer	820	4.279	174.0749254	38.5	0.705679862	0.225119189
Carcinoid tumors	Melanoma	775	3.991	192.6203107	24.3	0.666953528	0.19073379
Carcinoid tumors	Prostate cancer	773	3.844	101.4728293	16.9	0.665232358	0.161109556
Carcinoid tumors	ovarian cancer	723	4.347	143.8777057	5.6	0.622203098	0.179081427
Carcinoid tumors	Neuroblastoma	656	3.934	234.9916804	25	0.56454389	0.163482378
Carcinoid tumors	BLADDER CANCER	620	4.693	120.8741029	6.2	0.533562823	0.19404595
Carcinoid tumors	MULTIPLE MYELOMA	596	4.101	109.8319915	3.6	0.512908778	0.139626995
Carcinoid tumors	AML	573	3.875	80.18721314		0.493115318	9.99E-02
Carcinoid tumors	CHRONIC LYMPHOCYTIC LEUKEMIA	461	3.829	66.58723097		0.396729776	0.102008609
Carcinoid tumors	ENDOMETRIAL CANCER	430	4.416	108.6010792		0.370051635	0.160533228
Carcinoid tumors	Lung adenocarcinoma	418	3.915	179.8067655		0.359724613	0.200843816
Carcinoid tumors	Head and Neck cancer	412	4.097	90.07826168		0.354561102	0.185158703
Carcinoid tumors	Medulloblastoma	397	4.235	173.435036	2.3	0.341652324	0.149945935
Carcinoid tumors	GLIOBLASTOMA MULTIFORME	397	3.838	109.1219755		0.341652324	0.130929266
Carcinoid tumors	Renal carcinoma	388	4.615	159.8322287		0.333907057	0.210598705
Carcinoid tumors	diffuse large B-cell lymphoma	360	4.013	112.3631908	2.3	0.309810671	0.110071691
Carcinoid tumors	esophageal adenocarcinoma	226	3.25	71.82528166		0.194492255	0.138843549
Carcinoid tumors	lung squamous cell carcinoma	102	1.712	66.33381398		8.78E-02	0.147458559
Carcinoid tumors	rhabdoid tumor	51	0.923	57.21738846		4.39E-02	6.16E-02
rhabdoid tumor	rhabdoid tumor	115	20.672	10988.63189		1	0.780434519
rhabdoid tumor	Medulloblastoma	104	11.19	2102.231743	84.4	0.904347826	0.272466207
rhabdoid tumor	GLIOBLASTOMA MULTIFORME	95	9.291	415.9732992	9.3	0.826086957	0.175135563
rhabdoid tumor	Neuroblastoma	95	5.757	280.8140282	8	0.826086957	7.97E-02
rhabdoid tumor	Melanoma	88	4.579	52.4401696		0.765217391	5.02E-02
rhabdoid tumor	Breast cancer	86	3.046	15.80273037		0.747826087	4.46E-02
rhabdoid tumor	colorectal cancer	74	3.872	13.94305185		0.643478261	4.36E-02
rhabdoid tumor	ovarian cancer	72	4.348	15.3044169		0.626086957	3.78E-02
rhabdoid tumor	Prostate cancer	71	3.55	11.22526786		0.617391304	3.46E-02
rhabdoid tumor	AML	69	4.723	32.36475384		0.6	3.07E-02
rhabdoid tumor	BLADDER CANCER	59	4.478	12.56953182		0.513043478	4.02E-02
rhabdoid tumor	MULTIPLE MYELOMA	57	3.93	22.74658072		0.495652174	2.78E-02
rhabdoid tumor	Lung adenocarcinoma	52	4.877	29.45852521		0.452173913	4.46E-02
rhabdoid tumor	Carcinoid tumors	51	6.349	57.21738846		0.443478261	6.16E-02
rhabdoid tumor	Renal carcinoma	44	5.28	36.87558605		0.382608696	0.053914539
rhabdoid tumor	Head and Neck cancer	43	4.263	14.36998659		0.373913043	4.21E-02
rhabdoid tumor	CHRONIC LYMPHOCYTIC LEUKEMIA	42	3.498	13.0061279		0.365217391	2.20E-02
rhabdoid tumor	diffuse large B-cell lymphoma	41	4.533	47.35069563		0.356521739	3.44E-02
rhabdoid tumor	ENDOMETRIAL CANCER	40	4.129	9.774267822		0.347826087	3.11E-02
rhabdoid tumor	esophageal adenocarcinoma	21	3.008	8.895813971		0.182608696	2.66E-02
rhabdoid tumor	lung squamous cell carcinoma	10	1.698	16.90295608		8.70E-02	3.87E-02
