chainSarHar1	Tasmanian devil (Feb. 2011 (WTSI Devil_ref v7.0/sarHar1)) Chained Alignments
wgEncodeHaibMethylRrbsHek293UwSitesRep2	HEK293 UW Methyl-RRBS Rep 2 from ENCODE/HudsonAlpha
wgEncodeCaltechRnaSeqHepg2R1x75dAlignsRep2V3	HepG2 single read RNA-seq Alignments Rep 2 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k4me3StdHotspotsRep1	HepG2 H3K4me3 Histone Mod ChIP-seq Hotspots 1 from ENCODE/UW
wgEncodeGisRnaPetHepg2NucleusPapPlusRawSigRep1	HepG2 nucleus polyA+ clone-based RNA PET Plus signal Rep 1 from ENCODE/GIS
wgEncodeAwgDnaseUwdukeHsmmUniPk	HSMM DNaseI HS Uniform Peaks from ENCODE/Analysis
pgNA18940indel	JPT NA18940 indel (Complete Genomics)
wgEncodeRikenCageK562NucleusPamTssHmmV2	K562 nucleus polyA- CAGE TSS HMM from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CmycVehPkRep1	MCF-7 vehicle cMyc TFBS ChIP-seq Peaks from ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrta2041Pk	MRT A204.1 FAIRE Peaks from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypePfsk1RegionsRep1	PFSK-1 Copy number variants Replicate 1 from ENCODE/HAIB
wgEncodeUwRepliSeqSknshG2PctSignalRep1	SK-N-SH G2-Phase Repli-seq Percentage-normalized Signal Rep 1 from ENCODE/UW
wgEncodeHaibRnaSeqT47dEstradia4hAlnRep2	T-47D ESTRADIOL 4 hr 10 nM RNA-seq Alignments Rep 2 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellShorttotalPlusRep3	A549 whole cell small RNA-seq Plus signal Rep 1 from ENCODE/CSHL
wgEncodeUwTfbsAg09319CtcfStdHotspotsRep2	AG09319 CTCF TFBS ChIP-seq Hotspots 2 from ENCODE/UW
wgEncodeOpenChromDnaseAosmcSerumfreeSig	AoSMC Serum Free Media DNaseI HS Density Signal from ENCODE/Duke
wgEncodeUwDnaseMonocd14ro1746PkRep2	Monocytes CD14+ RO01746 DNaseI HS Peaks Rep 2 from ENCODE/UW
wgEncodeAwgTfbsSydhGm12878Tblr1ab24550IggmusUniPk	GM12878 TFBS Uniform Peaks of TBLR1_(ab24550) from ENCODE/Stanford/Analysis
wgEncodeDukeAffyExonGm19238SimpleSignalRep1V2	GM19238 Exon array Signal Rep 1 from ENCODE/Duke
wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111PkRep2	GM12878 NFATC1 v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Srebp1IggrabPk	GM12878 SREBP1 IgG-rab ChIP-seq Peaks from ENCODE/SYDH
wgEncodeBroadHistoneH1hescSirt6Sig	H1-hESC SIRT6 Histone Mods by ChIP-seq Signal from ENCODE/Broad
wgEncodeCshlLongRnaSeqH1hescCytosolLongnonpolyaPlusRawSigRep2	H1-hESC cytosol polyA- RNA-seq Plus signal Rep 2 from ENCODE/CSHL
wgEncodeUwDgfHcpeHotspots	HCPEpiC DNaseI DGF Hotspots from ENCODE/UW
wgEncodeHaibMethylRrbsHepatocytesDukeSitesRep1	Hepatocytes Methyl-RRBS Rep 1 from ENCODE/HudsonAlpha
wgEncodeCaltechRnaSeqHepg2R1x75dTh1014UMinusRawRep1V4	HepG2 single read RNA-seq Minus Signal Rep 1 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k4me3StdPkRep1	HepG2 H3K4me3 Histone Mod ChIP-seq Peaks 1 from ENCODE/UW
wgEncodeGisRnaPetHepg2NucleusPapAlnRep1	HepG2 nucleus polyA+ clone-based RNA PET Alignments Rep 1 from ENCODE/GIS
wgEncodeUwAffyExonArrayHffSimpleSignalRep1	HFF Exon-array Signal Rep 1 from ENCODE/UW
wgEncodeAwgDnaseDukeHsmmembUniPk	HSMM_emb DNaseI HS Uniform Peaks from ENCODE/Analysis
pgNA18942	JPT NA18942 (Complete Genomics)
wgEncodeRikenCageK562NucleusPamPlusSignal	K562 nucleus polyA- CAGE Plus start sites Rep 1 from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CmycVehSig	MCF-7 vehicle cMyc TFBS ChIP-seq Density Signal ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrta2041Sig	MRT A204.1 FAIRE Density Signal from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypePrecRegionsRep1	PrEC Copy number variants Replicate 1 from ENCODE/HAIB
wgEncodeUwRepliSeqSknshPkRep1	SK-N-SH Repli-seq Peaks Rep 1 from ENCODE/UW
wgEncodeHaibRnaSeqT47dGen4hRawRep1	T-47D GENISTEIN 4 hr 100 nM RNA-seq Raw Signal Rep 1 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellShorttotalPlusRep4	A549 whole cell small RNA-seq Plus signal Rep 2 from ENCODE/CSHL
wgEncodeUwTfbsAg09319CtcfStdPkRep2	AG09319 CTCF TFBS ChIP-seq Peaks 2 from ENCODE/UW
wgEncodeOpenChromDnaseAosmcSerumfreeBaseOverlapSignal	AoSMC Serum Free Media DNaseI HS Overlap Signal from ENCODE/Duke
wgEncodeUwDnaseMonocd14ro1746RawRep2	Monocytes CD14+ RO01746 DNaseI HS Raw Signal Rep 2 from ENCODE/UW
wgEncodeAwgTfbsSydhGm12878TbpIggmusUniPk	GM12878 TFBS Uniform Peaks of TBP from ENCODE/Stanford/Analysis
wgEncodeDukeAffyExonGm19238SimpleSignalRep2V2	GM19238 Exon array Signal Rep 2 from ENCODE/Duke
wgEncodeHaibTfbsGm12878Nfatc1sc17834V0422111RawRep2	GM12878 NFATC1 v042211.1 ChIP-seq Raw Signal Rep 2 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Srebp1IggrabSig	GM12878 SREBP1 IgG-rab ChIP-seq Signal from ENCODE/SYDH
wgEncodeBroadHistoneH1hescSuz12051317Pk	H1-hESC SUZ12 (05-1317) Histone Mods by ChIP-seq Peaks from ENCODE/Broad
wgEncodeCshlLongRnaSeqH1hescCytosolPapAlnRep2	H1-hESC cytosol polyA+ RNA-seq Alignments Rep 2 from ENCODE/CSHL
wgEncodeUwDgfHcpePkV2	HCPEpiC DNaseI DGF Peaks from ENCODE/UW
wgEncodeHaibMethylRrbsHepatocytesDukeSitesRep2	Hepatocytes Methyl-RRBS Rep 2 from ENCODE/HudsonAlpha
wgEncodeCaltechRnaSeqHepg2R1x75dTh1014UMinusRawRep2V4	HepG2 single read RNA-seq Minus Signal Rep 2 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k4me3StdRawRep1	HepG2 H3K4me3 Histone Mod ChIP-seq Raw Sig 1 from ENCODE/UW
wgEncodeUwAffyExonArrayHffSimpleSignalRep2	HFF Exon-array Signal Rep 2 from ENCODE/UW
wgEncodeAwgDnaseUwdukeHsmmtubeUniPk	HSMMtube DNaseI HS Uniform Peaks from ENCODE/Analysis
wgEncodeGisRnaPetHuvecCytosolPapClustersRep1V2	HUVEC cytosol polyA+ clone-free RNA PET Clusters Rep 1 from ENCODE/GIS
pgNA18942indel	JPT NA18942 indel (Complete Genomics)
wgEncodeRikenCageK562NucleusPamMinusSignal	K562 nucleus polyA- CAGE Minus start sites Rep 1 from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CmycVehBaseOverlapSignal	MCF-7 vehicle cMyc TFBS ChIP-seq Overlap Signal ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrta2041BaseOverlapSignal	MRT A204.1 FAIRE Overlap Signal from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeRptecRegionsRep1	RPTEC Copy number variants Replicate 1 from ENCODE/HAIB
wgEncodeUwRepliSeqSknshValleysRep1	SK-N-SH Repli-seq Valleys Rep 1 from ENCODE/UW
wgEncodeHaibRnaSeqT47dGen4hAlnRep1	T-47D GENISTEIN 4 hr 100 nM RNA-seq Alignments Rep 1 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellTapContigsV2	A549 TAP-only whole cell small RNA-seq Contigs from ENCODE/CSHL
wgEncodeUwDnaseAg04449HotspotsRep1	AG04449 DNaseI HS HotSpots Rep 1 from ENCODE/UW
wgEncodeUwTfbsAg09319CtcfStdRawRep2	AG09319 CTCF TFBS ChIP-seq Raw Signal 2 from ENCODE/UW
wgEncodeOpenChromDnaseCerebellumocPk	Cerebellum OC DNaseI HS Peaks from ENCODE/Duke
wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk	GM12878 TFBS Uniform Peaks of TCF12 from ENCODE/HudsonAlpha/Analysis
wgEncodeDukeAffyExonGm19239SimpleSignalRep1V2	GM19239 Exon array Signal Rep 1 from ENCODE/Duke
wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep1	GM12878 NFIC v042211.1 ChIP-seq Peaks Rep 1 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Srebp2IggrabPk	GM12878 SREBP2 IgG-rab ChIP-seq Peaks from ENCODE/SYDH
wgEncodeBroadHistoneH1hescSuz12051317Sig	H1-hESC SUZ12 (05-1317) Histone Mods by ChIP-seq Signal from ENCODE/Broad
wgEncodeCshlLongRnaSeqH1hescCytosolPapContigsV2	H1-hESC cytosol polyA+ RNA-seq Contigs Pooled from ENCODE/CSHL
wgEncodeUwDgfHcpeSig	HCPEpiC DNaseI DGF Per-base Signal from ENCODE/UW
wgEncodeCaltechRnaSeqHepg2R1x75dTh1014UPlusRawRep1V4	HepG2 single read RNA-seq Plus Signal Rep 1 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k4me3StdHotspotsRep2	HepG2 H3K4me3 Histone Mod ChIP-seq Hotspots 2 from ENCODE/UW
wgEncodeUwAffyExonArrayHffmycSimpleSignalRep1	HFF-Myc Exon-array Signal Rep 1 from ENCODE/UW
wgEncodeHaibMethylRrbsHipeUwSitesRep1	HIPEpiC Methyl-RRBS Rep 1 from ENCODE/HudsonAlpha
wgEncodeAwgDnaseDukeHtr8svnUniPk	HTR8svn DNaseI HS Uniform Peaks from ENCODE/Analysis
wgEncodeGisRnaPetHuvecCytosolPapMinusRawRep1V2	HUVEC cytosol polyA+ clone-free RNA PET Minus Signal Rep 1 from ENCODE/GIS
pgNA18947	JPT NA18947 (Complete Genomics)
wgEncodeRikenCageK562NucleusPamAln	K562 nucleus polyA- CAGE Alignments Rep 1 from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CtcfPk	MCF-7 CTCF TFBS ChIP-seq Peaks from ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrtg4016Pk	MRT G401.6 FAIRE Peaks from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeRptecRegionsRep2	RPTEC Copy number variants Replicate 2 from ENCODE/HAIB
wgEncodeUwRepliSeqSknshWaveSignalRep1	SK-N-SH Repli-seq Wavelet-smoothed Signal Rep 1 from ENCODE/UW
wgEncodeHaibRnaSeqT47dGen4hRawRep2	T-47D GENISTEIN 4 hr 100 nM RNA-seq Raw Signal Rep 2 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellShorttotalTapMinusRep1V2	A549 TAP-only whole cell small RNA-seq Minus signal Rep 1 from ENCODE/CSHL
wgEncodeUwDnaseAg04449PkRep1	AG04449 DNaseI HS Peaks Rep 1 from ENCODE/UW
wgEncodeUwTfbsAg09319InputStdRawRep1	AG09319 Input TFBS ChIP-seq Raw Signal 1 from ENCODE/UW
wgEncodeOpenChromDnaseCerebellumocSig	Cerebellum OC DNaseI HS Density Signal from ENCODE/Duke
wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk	GM12878 TFBS Uniform Peaks of TCF3_(SC-349) from ENCODE/HudsonAlpha/Analysis
wgEncodeDukeAffyExonGm19239SimpleSignalRep2V2	GM19239 Exon array Signal Rep 2 from ENCODE/Duke
wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep1	GM12878 NFIC v042211.1 ChIP-seq Raw Signal Rep 1 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Srebp2IggrabSig	GM12878 SREBP2 IgG-rab ChIP-seq Signal from ENCODE/SYDH
wgEncodeBroadHistoneH1hescControlStdSig	H1-hESC Input Histone Mods by ChIP-seq Signal from ENCODE/Broad
wgEncodeCshlLongRnaSeqH1hescCytosolPapJunctions	H1-hESC cytosol polyA+ RNA-seq Junctions Pooled from ENCODE/CSHL
wgEncodeUwDgfHcpeRaw	HCPEpiC DNaseI DGF Raw Signal from ENCODE/UW
wgEncodeCaltechRnaSeqHepg2R1x75dTh1014UPlusRawRep2V4	HepG2 single read RNA-seq Plus Signal Rep 2 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k4me3StdPkRep2	HepG2 H3K4me3 Histone Mod ChIP-seq Peaks 2 from ENCODE/UW
wgEncodeUwAffyExonArrayHffmycSimpleSignalRep2	HFF-Myc Exon-array Signal Rep 2 from ENCODE/UW
wgEncodeHaibMethylRrbsHipeUwSitesRep2	HIPEpiC Methyl-RRBS Rep 2 from ENCODE/HudsonAlpha
wgEncodeGisRnaPetHuvecCytosolPapPlusRawRep1V2	HUVEC cytosol polyA+ clone-free RNA PET Plus Signal Rep 1 from ENCODE/GIS
wgEncodeAwgDnaseUwHvmfUniPk	HVMF DNaseI HS Uniform Peaks from ENCODE/Analysis
pgNA18947indel	JPT NA18947 indel (Complete Genomics)
wgEncodeRikenCageK562NucleusPapTssHmm	K562 nucleus polyA+ CAGE TSS HMM from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CtcfSig	MCF-7 CTCF TFBS ChIP-seq Density Signal ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrtg4016Sig	MRT G401.6 FAIRE Density Signal from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeSaecRegionsRep1	SAEC Copy number variants Replicate 1 from ENCODE/HAIB
wgEncodeUwRepliSeqSknshSumSignalRep1	SK-N-SH Repli-seq Summed Densities Rep 1 from ENCODE/UW
wgEncodeHaibRnaSeqT47dGen4hAlnRep2	T-47D GENISTEIN 4 hr 100 nM RNA-seq Alignments Rep 2 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellShorttotalTapMinusRep2V2	A549 TAP-only whole cell small RNA-seq Minus signal Rep 2 from ENCODE/CSHL
wgEncodeUwTfbsAg10803CtcfStdHotspotsRep1	AG10803 CTCF TFBS ChIP-seq Hotspots 1 from ENCODE/UW
wgEncodeUwDnaseAg04449RawRep1	AG04449 DNaseI HS Raw Signal Rep 1 from ENCODE/UW
wgEncodeUwRepliSeqBg02esG1bPctSignalRep1	BG02ES G1b-Phase Repli-seq Percentage-normalized Signal Rep 1 from ENCODE/UW
wgEncodeOpenChromDnaseCerebellumocBaseOverlapSignal	Cerebellum OC DNaseI HS Overlap Signal from ENCODE/Duke
wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk	GM12878 TFBS Uniform Peaks of USF-1 from ENCODE/HudsonAlpha/Analysis
wgEncodeDukeAffyExonGm19240SimpleSignalRep1V2	GM19240 Exon array Signal Rep 1 from ENCODE/Duke
wgEncodeHaibTfbsGm12878Nficsc81335V0422111PkRep2	GM12878 NFIC v042211.1 ChIP-seq Peaks Rep 2 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Stat1StdPk	GM12878 STAT1 Standard ChIP-seq Peaks from ENCODE/SYDH
wgEncodeCshlLongRnaSeqH1hescCytosolPapMinusRawSigRep2	H1-hESC cytosol polyA+ RNA-seq Minus signal Rep 2 from ENCODE/CSHL
wgEncodeUwDgfHeeHotspots	HEEpiC DNaseI DGF Hotspots from ENCODE/UW
wgEncodeAwgDnaseDukeHelas3ifna4hUniPk	HeLa-S3 (IFNa) DNaseI HS Uniform Peaks from ENCODE/Analysis
wgEncodeCaltechRnaSeqHepg2R1x75dSplicesRep1V2	HepG2 single read RNA-seq Splices Rep 1 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k4me3StdRawRep2	HepG2 H3K4me3 Histone Mod ChIP-seq Raw Sig 2 from ENCODE/UW
wgEncodeUwAffyExonArrayHgfSimpleSignalRep1	HGF Exon array Signal Rep 1 from ENCODE/UW
wgEncodeHaibMethylRrbsHl60UwSitesRep1	HL-60 Methyl-RRBS Rep 1 from ENCODE/HudsonAlpha
wgEncodeGisRnaPetHuvecCytosolPapAlnRep1V2	HUVEC cytosol polyA+ clone-free RNA PET Alignments Rep 1 from ENCODE/GIS
pgNA18956	JPT NA18956 (Complete Genomics)
wgEncodeBroadHistoneK562Cbpsc369Pk	K562 CBP (sc-369) Histone Mods by ChIP-seq Peaks from ENCODE/Broad
wgEncodeRikenCageK562NucleusPapPlusSignalRep1	K562 nucleus polyA+ CAGE Plus start sites Rep 1 from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CtcfBaseOverlapSignal	MCF-7 CTCF TFBS ChIP-seq Overlap Signal ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrtg4016BaseOverlapSignal	MRT G401.6 FAIRE Overlap Signal from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeSaecRegionsRep2	SAEC Copy number variants Replicate 2 from ENCODE/HAIB
wgEncodeHaibRnaSeqU87RawRep1V2	U87 RNA-seq Raw Signal Rep 1 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellShorttotalTapPlusRep1V2	A549 TAP-only whole cell small RNA-seq Plus signal Rep 1 from ENCODE/CSHL
wgEncodeUwTfbsAg10803CtcfStdPkRep1	AG10803 CTCF TFBS ChIP-seq Peaks 1 from ENCODE/UW
wgEncodeUwDnaseAg04449HotspotsRep2	AG04449 DNaseI HS HotSpots Rep 2 from ENCODE/UW
wgEncodeUwRepliSeqBg02esS1PctSignalRep1	BG02ES S1-Phase Repli-seq Percentage-normalized Signal Rep 1 from ENCODE/UW
wgEncodeOpenChromDnaseCerebrumfrontalocPk	Cerebrum frontal OC DNaseI HS Peaks from ENCODE/Duke
wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk	GM12878 TFBS Uniform Peaks of USF2 from ENCODE/Stanford/Analysis
wgEncodeDukeAffyExonGm19240SimpleSignalRep2V2	GM19240 Exon array Signal Rep 2 from ENCODE/Duke
wgEncodeHaibTfbsGm12878Nficsc81335V0422111RawRep2	GM12878 NFIC v042211.1 ChIP-seq Raw Signal Rep 2 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Stat1StdSig	GM12878 STAT1 Standard ChIP-seq Signal from ENCODE/SYDH
wgEncodeCshlLongRnaSeqH1hescCytosolPapPlusRawSigRep2	H1-hESC cytosol polyA+ RNA-seq Plus signal Rep 2 from ENCODE/CSHL
wgEncodeUwDgfHeePk	HEEpiC DNaseI DGF Peaks from ENCODE/UW
wgEncodeAwgDnaseDukeHepatocytesUniPk	Hepatocytes DNaseI HS Uniform Peaks from ENCODE/Analysis
wgEncodeCaltechRnaSeqHepg2R1x75dSplicesRep2V2	HepG2 single read RNA-seq Splices Rep 2 from ENCODE/Caltech
wgEncodeUwHistoneHepg2H3k27me3StdHotspotsRep1	HepG2 H3K27me3 Histone Mod ChIP-seq Hotspots 1 from ENCODE/UW
wgEncodeUwAffyExonArrayHgfSimpleSignalRep2	HGF Exon array Signal Rep 2 from ENCODE/UW
wgEncodeHaibMethylRrbsHl60UwSitesRep2	HL-60 Methyl-RRBS Rep 2 from ENCODE/HudsonAlpha
wgEncodeGisRnaPetHuvecNucleusPapClustersRep1	HUVEC nucleus polyA+ clone-free RNA PET Clusters Rep 1 from ENCODE/GIS
pgNA18956indel	JPT NA18956 indel (Complete Genomics)
wgEncodeBroadHistoneK562Cbpsc369Sig	K562 CBP (sc-369) Histone Mods by ChIP-seq Signal from ENCODE/Broad
wgEncodeRikenCageK562NucleusPapPlusSignalRep2	K562 nucleus polyA+ CAGE Plus start sites Rep 2 from ENCODE/RIKEN
wgEncodeOpenChromChipMcf7CtcfEstroPkRep1	MCF-7 estrogen CTCF TFBS ChIP-seq Peaks from ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrtttc549Pk	MRT TTC549 FAIRE Peaks from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeSkmcRegionsRep1	SKMC Copy number variants Replicate 1 from ENCODE/HAIB
wgEncodeHaibRnaSeqU87AlnRep1V2	U87 RNA-seq Alignments Rep 1 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CellShorttotalTapPlusRep2V2	A549 TAP-only whole cell small RNA-seq Plus signal Rep 2 from ENCODE/CSHL
wgEncodeUwTfbsAg10803CtcfStdRawRep1	AG10803 CTCF TFBS ChIP-seq Raw Signal 1 from ENCODE/UW
wgEncodeUwDnaseAg04449PkRep2	AG04449 DNaseI HS Peaks Rep 2 from ENCODE/UW
wgEncodeUwRepliSeqBg02esS2PctSignalRep1	BG02ES S2-Phase Repli-seq Percentage-normalized Signal Rep 1 from ENCODE/UW
wgEncodeOpenChromDnaseCerebrumfrontalocSig	Cerebrum frontal OC DNaseI HS Density Signal from ENCODE/Duke
wgEncodeAwgTfbsSydhGm12878WhipIggmusUniPk	GM12878 TFBS Uniform Peaks of WHIP from ENCODE/Stanford/Analysis
wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep1	GM12878 NRSF PCR1x ChIP-seq Peaks Rep 1 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Stat3IggmusPk	GM12878 STAT3 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
wgEncodeCshlLongRnaSeqH1hescNucleusLongnonpolyaAlnRep2	H1-hESC nucleus polyA- RNA-seq Alignments Rep 2 from ENCODE/CSHL
wgEncodeDukeAffyExonH7esSimpleSignalRep1	H7-hESC Exon array Signal Rep 1 from ENCODE/Duke
wgEncodeUwDgfHeeSig	HEEpiC DNaseI DGF Per-base Signal from ENCODE/UW
wgEncodeUwHistoneHepg2H3k27me3StdPkRep1	HepG2 H3K27me3 Histone Mod ChIP-seq Peaks 1 from ENCODE/UW
wgEncodeUwAffyExonArrayHipeSimpleSignalRep1	HIPEpiC Exon array Signal Rep 1 from ENCODE/UW
wgEncodeHaibMethylRrbsHmecUwSitesRep1	HMEC Methyl-RRBS Rep 1 from ENCODE/HudsonAlpha
wgEncodeAwgDnaseDukeHuh7UniPk	Huh7 DNaseI HS Uniform Peaks from ENCODE/Analysis
wgEncodeGisRnaPetHuvecNucleusPapMinusRawRep1	HUVEC nucleus polyA+ clone-free RNA PET Minus signal Rep 1 from ENCODE/GIS
wgEncodeCaltechRnaSeqHuvecR2x75Il200AlignsRep1V2	HUVEC 200 bp paired read RNA-seq Alignments Rep 1 from ENCODE/Caltech
wgEncodeBroadHistoneK562Cbx2Pk	K562 CBX2 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
wgEncodeRikenCageK562NucleusPapMinusSignalRep1	K562 nucleus polyA+ CAGE Minus start sites Rep 1 from ENCODE/RIKEN
pgNA19017	LWK NA19017 (Complete Genomics)
wgEncodeOpenChromChipMcf7CtcfEstroSig	MCF-7 estrogen CTCF TFBS ChIP-seq Density Signal ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrtttc549Sig	MRT TTC549 FAIRE Density Signal from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeSkmcRegionsRep2	SKMC Copy number variants Replicate 2 from ENCODE/HAIB
wgEncodeHaibRnaSeqU87RawRep2V2	U87 RNA-seq Raw Signal Rep 2 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CytosolCiptapContigs	A549 CIP-TAP cytosol small RNA-seq Contigs from ENCODE/CSHL
wgEncodeUwTfbsAg10803CtcfStdHotspotsRep2	AG10803 CTCF TFBS ChIP-seq Hotspots 2 from ENCODE/UW
wgEncodeUwDnaseAg04449RawRep2	AG04449 DNaseI HS Raw Signal Rep 2 from ENCODE/UW
wgEncodeUwRepliSeqBg02esS3PctSignalRep1	BG02ES S3-Phase Repli-seq Percentage-normalized Signal Rep 1 from ENCODE/UW
wgEncodeOpenChromDnaseCerebrumfrontalocBaseOverlapSignal	Cerebrum frontal OC DNaseI HS Overlap Signal from ENCODE/Duke
wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk	GM12878 TFBS Uniform Peaks of YY1_(SC-281) from ENCODE/HudsonAlpha/Analysis
wgEncodeHaibTfbsGm12878NrsfPcr1xRawRep1	GM12878 NRSF PCR1x ChIP-seq Raw Signal Rep 1 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Stat3IggmusSig	GM12878 STAT3 IgG-mus ChIP-seq Signal from ENCODE/SYDH
wgEncodeCshlLongRnaSeqH1hescNucleusPamContigsV2	H1-hESC nucleus polyA- RNA-seq Contigs Pooled from ENCODE/CSHL
wgEncodeDukeAffyExonH7esSimpleSignalRep2	H7-hESC Exon array Signal Rep 2 from ENCODE/Duke
wgEncodeUwDgfHeeRaw	HEEpiC DNaseI DGF Raw Signal from ENCODE/UW
wgEncodeUwHistoneHepg2H3k27me3StdRawRep1	HepG2 H3K27me3 Histone Mod ChIP-seq Raw Sig 1 from ENCODE/UW
wgEncodeUwAffyExonArrayHipeSimpleSignalRep2	HIPEpiC Exon array Signal Rep 2 from ENCODE/UW
wgEncodeHaibMethylRrbsHmecUwSitesRep2	HMEC Methyl-RRBS Rep 2 from ENCODE/HudsonAlpha
wgEncodeAwgDnaseDukeHuh75UniPk	Huh7.5 DNaseI HS Uniform Peaks from ENCODE/Analysis
wgEncodeGisRnaPetHuvecNucleusPapPlusRawRep1	HUVEC nucleus polyA+ clone-free RNA PET Plus signal Rep 1 from ENCODE/GIS
wgEncodeCaltechRnaSeqHuvecR2x75Il200AlignsRep2V2	HUVEC 200 bp paired read RNA-seq Alignments Rep 2 from ENCODE/Caltech
wgEncodeBroadHistoneK562Cbx2Sig	K562 CBX2 Histone Mods by ChIP-seq Signal from ENCODE/Broad
wgEncodeRikenCageK562NucleusPapMinusSignalRep2	K562 nucleus polyA+ CAGE Minus start sites Rep 2 from ENCODE/RIKEN
pgNA19017indel	LWK NA19017 indel (Complete Genomics)
wgEncodeOpenChromChipMcf7CtcfEstroBaseOverlapSignal	MCF-7 estrogen CTCF TFBS ChIP-seq Overlap Signal ENCODE/OpenChrom-UTA
wgEncodeOpenChromFaireMrtttc549BaseOverlapSignal	MRT TTC549 FAIRE Overlap Signal from ENCODE/OpenChrom(UNC)
wgEncodeHaibGenotypeSknshraRegionsRep1	SK-N-SH_RA Copy number variants Replicate 1 from ENCODE/HAIB
wgEncodeHaibRnaSeqU87AlnRep2V2	U87 RNA-seq Alignments Rep 2 from ENCODE/HAIB
wgEncodeCshlShortRnaSeqA549CytosolShorttotalCiptapMinusRep3	A549 CIP-TAP cytosol small RNA-seq Minus signal Rep 1 from ENCODE/CSHL
wgEncodeUwTfbsAg10803CtcfStdPkRep2	AG10803 CTCF TFBS ChIP-seq Peaks 2 from ENCODE/UW
wgEncodeUwDnaseAg04450HotspotsRep1	AG04450 DNaseI HS HotSpots Rep 1 from ENCODE/UW
wgEncodeUwRepliSeqBg02esS4PctSignalRep1	BG02ES S4-Phase Repli-seq Percentage-normalized Signal Rep 1 from ENCODE/UW
wgEncodeOpenChromDnaseChorionPk	Chorion DNaseI HS Peaks from ENCODE/Duke
wgEncodeAwgTfbsSydhGm12878Yy1UniPk	GM12878 TFBS Uniform Peaks of YY1 from ENCODE/USC/Analysis
wgEncodeHaibTfbsGm12878NrsfPcr1xPkRep2	GM12878 NRSF PCR1x ChIP-seq Peaks Rep 2 from ENCODE/HAIB
wgEncodeSydhTfbsGm12878Tblr1ab24550IggmusPk	GM12878 TBLR1 AB24550 IgG-mus ChIP-seq Peaks from ENCODE/SYDH
